Report Number,Date,Time,Collision Day of Week,Primary Road,Secondary Road,X,Y,Latitude,Longitude,Highest Degree of Injury,Number Injured,Number Killed,Party at Fault,Primary Collision Factor,Hit and Run,Collision Type,Involved With,Pedestrian Action,Violation,Violation Subsection,Weather,Road Condition1,Lighting,Right of Way Controls,Party Type 1,Party Age 1,Party Sex 1,Movement Preceding Collision 1,special information 1,Associated Cause - Factor 1 1,Party Sobriety 1 1,Party Type 2,Party Age 2,Party Sex 2,Movement Preceding Collision 2,special information 2,Associated Cause - Factor 1 2,Party Sobriety 1 2,Safety Equipment 2
201700029453,8/6/2017,21:21,Sunday,VINEYARD AV,ISABEL AV,6183260.213,2062769.262,37.65265694,-121.8072042,Property Damage Only,0,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21801,A,Clear,No Unusual Condition,Dark - No Street Lights,No Controls Present / Factor,Driver,29,Male,Making Left Turn,Cell Phone Not In Use,Violation,HNBD,Driver,63,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201000037499,8/7/2010,20:33,Saturday,STONERIDGE DR,HACIENDA DR,6158120,2077220,37.69143078,-121.8947613,Complaint of Pain,3,0,,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,A,Clear,No Unusual Condition,Dark - Street Lights,Functioning,Driver,29,Not Stated,Making Left Turn,Not Stated,Not Stated,HNBD,Driver,20,Not Stated,Proceeding Straight,Not Stated,Not Stated,HNBD,Lap/Shoulder Harness Used
201300027570,8/7/2013,16:46,Wednesday,STONERIDGE DR,OFF RAMP SB I680 TO STONERIDGE DR,6150748.549,2077049.356,37.69064319,-121.9201872,Complaint of Pain,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,33,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,36,Male,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201300027584,8/7/2013,17:35,Wednesday,VALLEY AV,STANLEY BL,6168680.827,2069204.235,37.66976491,-121.8578778,Property Damage Only,0,0,,Unknown,Misdemeanor,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,,,,,None Stated,Impairment Not Known,Driver,39,Female,Proceeding Straight,,None Apparent,Impairment Not Known,Lap/Shoulder Harness Used
201300027588,8/7/2013,18:44,Wednesday,HOPYARD RD,VALLEY AV,6157604.298,2071411.395,37.67537595,-121.8961942,Property Damage Only,0,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21804,A,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,52,Female,Entering Traffic,Cell Phone Not In Use,None Apparent,HNBD,Driver,48,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201400030781,8/7/2014,14:44,Thursday,AUGUSTINE ST,ANGELA ST,6162444.048,2065603.823,37.65969712,-121.8792394,Property Damage Only,0,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,74,Female,Making U Turn,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201400030825,8/7/2014,20:49,Thursday,FIRST ST,NEAL ST,6164019,2065567,37.659596,-121.873799,Complaint of Pain,1,0,1,Auto R/W Violation,No,Head-On,Other Motor Vehicle,No Pedestrian Involved,21801,A,Clear,No Unusual Condition,Dark - Street Lights,Functioning,Driver,23,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,30,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201400030826,8/7/2014,20:50,Thursday,FIRST ST,STANLEY BL,6165992,2067809,37.66575298,-121.866983,Other Visible Injury,1,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Dark - Street Lights,Functioning,Bicyclist,15,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201500028705,8/7/2015,16:26,Friday,VALLEY AV,BOULDER ST,6168349.253,2070286.11,37.67273595,-121.8590233,Other Visible Injury,1,0,1,Driving Under Influence,No,Hit Object,Fixed Object,No Pedestrian Involved,23152,A,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,67,Male,Ran Off Road,Cell Phone Not In Use,Violation,HBD Under Influence,,,,,,,,
201600028613,8/7/2016,12:35,Sunday,OWENS DR,JOHNSON CT,6155184,2079845,37.69849144,-121.9050001,Complaint of Pain,1,0,1,Improper Passing,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21755,,Clear,No Unusual Condition,Daylight,Functioning,Driver,37,Male,Passing Other Vehicle,Cell Phone Not In Use,None Apparent,HNBD,Driver,37,Male,Making Right Turn,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201600028653,8/7/2016,20:30,Sunday,LAS POSITAS BL,SANTA RITA RD,6162819,2077378,37.69208672,-121.8783709,Property Damage Only,0,0,1,Improper Turning,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Dark - Street Lights,Functioning,Driver,74,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,49,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201700029486,8/7/2017,08:13,Monday,STONERIDGE DR,OFF RAMP SB I680 TO STONERIDGE DR,6150684,2077057,37.69066418,-121.9204103,Other Visible Injury,2,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,37,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,35,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201700029554,8/7/2017,17:45,Monday,BERNAL AV,VALLEY AV (W),6157662.965,2065228.791,37.65845257,-121.8956744,Complaint of Pain,1,0,1,Driving Under Influence,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,23152,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,65,Male,Proceeding Straight,Cell Phone Not In Use,Violation,HBD Under Influence,Driver,46,Male,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201800030918,8/7/2018,18:28,Tuesday,SUTTER GATE AV,LARAMIE GATE CI (E),6162414,2074722,37.68479286,-121.8797703,Other Visible Injury,1,0,1,Improper Passing,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21750,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,26,Male,Passing Other Vehicle,Cell Phone Not In Use,None Apparent,HNBD,Driver,18,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201000037564,8/8/2010,03:00,Sunday,ZINFANDEL CT,CRELLIN RD,6171894.458,2064864.737,37.65796013,-121.8465312,Property Damage Only,0,0,,Improper Turning,No,Broadside,Parked Motor Vehicle,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Dark - Street Lights,None,Driver,,Not Stated,Other Unsafe Turning,Not Stated,Not Stated,Impairment Not Known,Parked Vehicle,,Not Stated,Parked,Not Stated,Not Stated,Not Applicable,Not Stated
201000037603,8/8/2010,16:00,Sunday,BUSCH RD,VALLEY AV,6167246.846,2071288.289,37.67548812,-121.8628322,Property Damage Only,0,0,,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,Functioning,Driver,19,Not Stated,Making Left Turn,Not Stated,Not Stated,HNBD,,,,,,,,
201000037610,8/8/2010,18:13,Sunday,SANTA RITA RD,PIMLICO DR,6164699.643,2080170.44,37.6998387,-121.8721468,Property Damage Only,0,0,,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21804,,Clear,No Unusual Condition,Daylight,None,Driver,31,Not Stated,Making Right Turn,Not Stated,Not Stated,HNBD,Driver,46,Not Stated,Proceeding Straight,Not Stated,Not Stated,HNBD,Not Stated
201200029350,8/8/2012,01:00,Wednesday,MUIRWOOD DR,PLEASANT HILL RD,6149040.693,2074791.765,37.6843369,-121.9260253,Property Damage Only,0,0,1,Unknown Violation,No,Rear-End,Parked Motor Vehicle,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Dark - Street Lights,None,Driver,,Not Stated,Making Right Turn,Not Stated,None Apparent,Impairment Not Known,Parked Vehicle,,Not Stated,Parked,Not Stated,None Apparent,Not Applicable,Not Stated
201200029391,8/8/2012,12:50,Wednesday,STONERIDGE DR,STONERIDGE MALL RD,6149882,2077149,37.69091683,-121.9231818,Property Damage Only,0,0,1,Unsafe Lane Change,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,21658,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,,,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,,Not Stated,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201300027670,8/8/2013,08:26,Thursday,HACIENDA DR,OFF RAMP WB I580 TO HACIENDA DR,6160109,2081379,37.70299241,-121.8879987,Other Visible Injury,1,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,A,Cloudy,No Unusual Condition,Daylight,Functioning,Driver,34,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,56,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201300027695,8/8/2013,12:25,Thursday,MOHR AV,SANTA RITA RD,6163578,2073645,37.68181185,-121.8755532,Property Damage Only,0,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,33,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,50,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201300027712,8/8/2013,15:39,Thursday,BERNAL AV,KOLL CENTER DR,6156509.301,2064882.09,37.65750046,-121.8996595,Complaint of Pain,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,17,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,21,Female,Slowing/Stopping,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201400030913,8/8/2014,16:11,Friday,FOOTHILL RD,CANYON WY,6146793.022,2078762.357,37.69520097,-121.9339123,Complaint of Pain,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,31,Female,Proceeding Straight,Cell Phone Not In Use,Stop and Go Traffic,HNBD,Driver,21,Male,Stopped In Road,Cell Phone Not In Use,Stop and Go Traffic,HNBD,Lap/Shoulder Harness Used
201500028749,8/8/2015,01:08,Saturday,JOHNSON DR,STONERIDGE DR,6152337,2076875,37.69016438,-121.9146979,Complaint of Pain,1,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,A,Clear,No Unusual Condition,Dark - Street Lights,Functioning,Driver,22,Male,Proceeding Straight,Cell Phone Not In Use,Inattention,HNBD,Driver,59,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201600028691,8/8/2016,07:17,Monday,DUBLIN CANYON RD,FOOTHILL RD,6146446.633,2078624.281,37.69482179,-121.9351094,Other Visible Injury,1,0,1,Improper Turning,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Not Stated,No Controls Present / Factor,Driver,47,Male,Changing Lanes,Cell Phone Not In Use,None Apparent,HNBD,Driver,65,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,M/C Helmet Driver - Yes
201600028698,8/8/2016,08:09,Monday,HOPYARD RD,OWENS DR,6155300.93,2080003.791,37.69892751,-121.904596,Property Damage Only,0,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,,,Proceeding Straight,Cell Phone Not In Use,None Apparent,Impairment Not Known,Driver,48,Male,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201600028706,8/8/2016,08:49,Monday,SUNOL BL,OFF RAMP NB I680 TO WB SUNOL BL,6160927,2058505,37.6400456,-121.8840166,Complaint of Pain,1,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21804,A,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,27,Male,Entering Traffic,Cell Phone Not In Use,None Apparent,HNBD,Driver,38,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201700029606,8/8/2017,05:05,Tuesday,STANLEY BL,BERNAL AV,6168675.525,2069406.408,37.67032012,-121.8578961,Property Damage Only,0,0,1,Driving Under Influence,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,23152,B,Cloudy,No Unusual Condition,Dark - Street Lights,Functioning,Driver,24,Male,Proceeding Straight,Cell Phone Not In Use,,HBD Under Influence,Driver,56,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201700029690,8/8/2017,16:02,Tuesday,VALLEY AV,QUARRY LN,6166461,2071543,37.67618761,-121.8655474,Complaint of Pain,1,0,1,Traffic Signals and Signs,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,21453,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,64,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,28,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201800031032,8/8/2018,16:25,Wednesday,STONERIDGE MALL RD,EMBARCADERO CT,6149298.686,2078886.211,37.6955411,-121.9252527,Other Visible Injury,2,0,1,Improper Turning,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,43,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,57,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201800031053,8/8/2018,21:29,Wednesday,VALLEY AV,HANSEN DR,6156785,2069347,37.66970672,-121.8990249,Other Visible Injury,2,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,22450,A,Clear,No Unusual Condition,Dark - Street Lights,Functioning,Driver,26,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,41,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201100036269,8/9/2011,12:36,Tuesday,OLD BERNAL AV,BERNAL CT,6161993.089,2065063.984,37.65821462,-121.8807971,Property Damage Only,0,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,None,Driver,22,Female,Making Right Turn,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201100036272,8/9/2011,13:26,Tuesday,PIMLICO DR,SANTA RITA RD,6164974.939,2080332.333,37.70028329,-121.8711954,Complaint of Pain,1,0,1,Auto R/W Violation,No,Broadside,Bicycle,No Pedestrian Involved,21804,,Clear,No Unusual Condition,Daylight,None,Driver,63,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Bicyclist,40,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Not Stated
201100036327,8/9/2011,16:05,Tuesday,STANLEY BL,VALLEY AV,6168941.432,2069446.723,37.67043083,-121.8569774,Complaint of Pain,2,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,48,Female,Proceeding Straight,Cell Phone Not In Use,Stop and Go Traffic,Impairment Not Known,Driver,76,Male,Stopped in Road,Cell Phone Not In Use,None Apparent,Impairment Not Known,Lap/Shoulder Harness Used
201200029464,8/9/2012,00:14,Thursday,SANTA RITA RD,SUTTER GATE AV,6163344.062,2074547.099,37.68431255,-121.8765565,Other Visible Injury,1,0,1,Pedestrian Violation,No,Vehicle - Pedestrian,Pedestrian,In Road,21954,A,Clear,No Unusual Condition,Dark - Street Lights,None,Pedestrian,24,Male,Entering Traffic,Cell Phone Not In Use,Inattention,HBD Under Influence,Driver,29,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201300027813,8/9/2013,06:53,Friday,BERNAL AV,KOLL CENTER DR,6156700,2064970,37.65774187,-121.8990007,Other Visible Injury,4,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,53,Male,Proceeding Straight,Cell Phone Not In Use,Inattention,HNBD,Driver,32,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201400031040,8/9/2014,11:27,Saturday,STONERIDGE DR,GIBRALTAR DR,6159270.203,2077545.342,37.69232423,-121.8907864,Other Visible Injury,2,0,,Other Than Driver,No,Head-On,Bicycle,No Pedestrian Involved,,,Clear,No Unusual Condition,Daylight,Functioning,Driver,46,Female,Traveling Wrong Way,Cell Phone Not In Use,,Other Physical Impairment,Bicyclist,45,Male,Proceeding Straight,Cell Phone Not In Use,,HNBD,M/C Helmet Driver - Yes
201400031092,8/9/2014,21:36,Saturday,SUNOL BL,ON RAMP NB I680 FROM EB SUNOL BL,6160927,2058505,37.6400456,-121.8840166,Complaint of Pain,1,0,1,Improper Turning,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Dark - Street Lights,No Controls Present / Factor,Driver,17,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,27,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201600028902,8/9/2016,13:00,Tuesday,BLACK AV,SANTA RITA RD (E),6164523,2070136,37.67217547,-121.8722881,Complaint of Pain,1,0,1,Traffic Signals and Signs,No,Broadside,Bicycle,No Pedestrian Involved,22450,A,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Bicyclist,25,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,41,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201600028947,8/9/2016,19:11,Tuesday,ROSEWOOD DR,OWENS DR,6160426,2078870,37.69596198,-121.8867919,Complaint of Pain,1,0,1,Improper Turning,No,Broadside,Bicycle,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,Functioning,Driver,75,Female,Making Right Turn,Cell Phone Not In Use,None Apparent,HNBD,Bicyclist,55,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,M/C Helmet Driver - No
201700029862,8/9/2017,15:10,Wednesday,ROSEWOOD DR,OLD SANTA RITA RD,6162034.161,2080651.332,37.70099411,-121.8813446,Property Damage Only,0,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,74,Male,Making Left Turn,Cell Phone Not In Use,Other,Sleepy - Fatigued,,,,,,,,
201700029891,8/9/2017,18:37,Wednesday,ROSECLIFF CT,LAGUNA HILLS LN,6156715.591,2062541.884,37.65098062,-121.898776,Complaint of Pain,1,0,1,Other Improper Driving,No,Broadside,Bicycle,No Pedestrian Involved,,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,73,Male,Backing,Cell Phone Not In Use,None Apparent,HNBD,Bicyclist,4,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,M/C Helmet Driver - Yes
201800031074,8/9/2018,07:17,Thursday,OWENS DR,HOPYARD RD,6155369,2079905,37.69865621,-121.9043607,Property Damage Only,0,0,1,Unsafe Speed,Misdemeanor,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,,,Proceeding Straight,Cell Phone Not In Use,Stop and Go Traffic,Impairment Not Known,Driver,37,Male,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201800031090,8/9/2018,08:48,Thursday,BERNAL AV,ON RAMP SB I680 FROM BERNAL AVE,6155623,2064471,37.65637152,-121.9027209,Other Visible Injury,1,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,61,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,58,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201800031156,8/9/2018,17:05,Thursday,LAS POSITAS BL,HOPYARD RD,6155417,2073777,37.68179102,-121.9039561,Complaint of Pain,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,34,Female,Making Right Turn,Cell Phone Not In Use,Stop and Go Traffic,HNBD,Driver,34,Female,Making Right Turn,Cell Phone Not In Use,,HNBD,Lap/Shoulder Harness Used
201800031163,8/9/2018,17:44,Thursday,VALLEY AV,QUARRY LN,6166461,2071543,37.67618761,-121.8655474,Complaint of Pain,1,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,16,Male,Proceeding Straight,Cell Phone Not In Use,Inattention,HNBD,Driver,53,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
